id;event_name;la_event_type_cat;tickets_purchased_qty;delivery_type_cd;event_dt;sales_platform_cd
2040;Twenty one Pilots - em?ti?nal r?adsh?w;CONCERTS;2;TicketFast;2016-06-19;www.ticketmaster.com
2041;Dave Matthews Band;CONCERTS;2;Mail;2016-06-29;www.ticketmaster.com
2042;Drake: Jungle Tour;CONCERTS;2;eTicket;2015-06-02;iphone.ticketmaster.ca
2043;Premier Parking: Toby Keith;PARKING;1;Mail;2006-10-13;NULL
2044;Advance Parking: Eagles;PARKING;1;Mail;2009-01-26;NULL
2045;Earth Wind & fire-pnc bank arts center holmdel premier parking;PARKING;1;TicketFast;2006-07-21;NULL
2046;The Next Step Wild Rhythm Tour;ARTS;2;ISPU;2016-02-19;www.ticketmaster.ca
2047;Old National Centre Reserved Parking: The Wiggles;PARKING;1;TicketFast;2013-09-20;www.concerts.livenation.com
2048;Dave Chappelle;ARTS;2;eTicket;2015-10-02;iphone.ticketmaster.us
2049;Vip Fast Lane: Anthony Hamilton;UPSELL;2;TicketFast;2010-09-05;NULL
2050;White River Amphitheatre Parking: Kube 93 summer jam;PARKING;1;TicketFast;2008-07-20;NULL
2051;Sleep Train Pavilion Concord Premier Parking;PARKING;1;TicketFast;2007-05-17;NULL
2052;Vip Parking: The Arcade Fire;PARKING;1;Mail;2011-04-27;NULL
2053;Dodge Theatre Adams Street Parking : bonnie raitt;PARKING;1;TicketFast;2006-02-16;NULL
2054;Fast Lane Access: Dixie Chicks;UPSELL;2;eTicket;2016-07-20;www.concerts.livenation.com
2055;Klipsch Music Ctr. Ind. Premier Parking;PARKING;1;TicketFast;2007-06-30;NULL
2056;Rick Springfield With Special Guests Loverboy & the romantics;CONCERTS;5;eTicket;2015-09-20;www.ticketmaster.com
2057;Aaron's Amphitheatre @ lakewood vip fast lane: phish;UPSELL;2;TicketFast;2012-08-25;NULL
2058;Concert Club Access : kiss and motley crue;UPSELL;2;Mail;2012-08-27;NULL
2059;Godsmack;CONCERTS;1;TicketFast;2015-10-01;www.ticketmaster.com
2060;Verizon Wireless Music Center Indy Vip Parking: Dave Matthews Band;PARKING;1;TicketFast;2010-06-18;NULL
2061;Dodge Theatre Parking;PARKING;1;Mail;2007-05-25;NULL
2062;Incubus/deftones 2015 tour;CONCERTS;2;eTicket;2015-08-30;www.concerts.livenation.com
2063;Premier Parking: Jack Johnson;PARKING;1;Mail;2008-08-12;NULL
2064;Verizon Wireless Premier Parking:disco Fever: Kc And The Sunshine Band;PARKING;1;Mail;2006-05-05;NULL
2065;Premier Parking: Rob Thomas & jewel;PARKING;1;TicketFast;2006-06-17;NULL
2066;Premier Parking: Trace Adkins;PARKING;1;TicketFast;2006-08-05;NULL
2067;Fast Lane Voucher: Barstool Blackout Tour - not a concert ticket;UPSELL;1;TicketFast;2012-11-03;www.livenation.com
2068;Sam Smith;CONCERTS;2;TicketFast;2015-10-05;www.ticketmaster.com
2069;1 Day Gorge Camping For The Police;INVALID;1;TicketFast;2008-07-12;NULL
2070;Premier Parking: Jack Johnson;PARKING;1;UPS;2005-08-29;NULL
2071;Train: Jones Beach Theater Premier Parking;PARKING;1;TicketFast;2013-07-23;www.concerts.livenation.com
2072;Tabernacle Fastlane: O.a.r.;UPSELL;2;Mail;2012-02-18;NULL
2073;Tabernacle Parking: Nick Swardson;PARKING;1;Mail;2008-09-27;NULL
2074;The B-52s;CONCERTS;2;eTicket;2015-05-22;www.concerts.livenation.com
2075;Vans Warped Tour Presented By Journeys;CONCERTS;1;Mail;2015-07-15;www.concerts.livenation.com
2076;Bob's Burgers;ARTS;1;eTicket;2016-04-29;www.concerts.livenation.com
2077;Wrsp Premier Parking : boys like girls and good charlotte;PARKING;1;UPS;2008-08-06;NULL
2078;Vip Parking: Sting With The Royal Philharmonic Concert Orchestra;PARKING;1;Mail;2010-07-03;NULL
2079;Premier Parking: Dora The Explorer;PARKING;1;Mail;2009-03-08;NULL
2080;Verizon Wireless Preferred Parking/valet Parking: Big Time Rush;PARKING;1;Mail;2012-07-19;NULL
2081;Vip Parking: Earth Wind And Fire;PARKING;1;TicketFast;2006-08-09;NULL
2082;Jason Mraz Fastlane Voucher;UPSELL;2;TicketFast;2012-08-18;www.ticketmaster.com
2083;Premier Parking: Deep Purple;PARKING;1;Mail;2007-08-02;NULL
2084;The Black Crowes: Jones Beach Theater Premier Parking;PARKING;1;TicketFast;2013-08-10;www.concerts.livenation.com
2085;Social Distortion;CONCERTS;2;TicketFast;2015-08-19;www.ticketmaster.com
2086;Kip Moore Wild Ones Tour;CONCERTS;1;eTicket;2015-10-24;mobile.ticketmaster.us
2087;Fast Lane Access;UPSELL;2;UPS;2013-07-16;www.concerts.livenation.com
2088;U2 Innocence + experience tour 2015;CONCERTS;2;eTicket;2015-07-31;iphone.ticketmaster.us
2089;Verizon Wireless Vip Parking: Fishfest 2011: mercyme & third day;PARKING;1;TicketFast;2011-06-25;NULL
2090;Maroon 5;CONCERTS;4;eTicket;2016-10-13;iphone.ticketmaster.us
2091;Tweeter Center Premier Parking - toby keith;PARKING;1;TicketFast;2005-06-18;NULL
2092;Steely Dan With Special Guests Elvis Costello And The Imposters;CONCERTS;4;eTicket;2015-08-06;www.concerts.livenation.com
2093;Premier Parking: Toby Keith - this is not a concert ticket;PARKING;1;TicketFast;2012-08-25;www.livenation.com
2094;Verizon Wireless Premier Parking: Tom Petty & the heartbreakers;PARKING;1;TicketFast;2005-08-14;NULL
2095;91x Fest - 2015;CONCERTS;3;eTicket;2015-06-07;www.concerts.livenation.com
2096;Tabernacle Parking: Stone Sour;PARKING;1;TicketFast;2007-04-12;NULL
2097;Fvded In The Park - single day ticket: july 4;CONCERTS;2;eTicket;2015-07-04;www.ticketmaster.ca
2098;Duran Duran: The Paper Gods Tour With Chic Featuring Nile Rodgers;CONCERTS;2;Mail;2016-04-01;www.concerts.livenation.com
2099;Gorge Amphitheatre Camping: Sasquatch! Festival May 21-26, 2015;INVALID;1;UPS;2015-05-21;www.concerts.livenation.com
2100;Gorge Amphitheatre Premier Parking : tom petty;PARKING;1;TicketFast;2008-08-16;NULL
2101;Premier Parking: Jason Mraz;PARKING;1;TicketFast;2012-09-02;NULL
2102;Weezer And Panic! At The Disco - summer tour 2016;CONCERTS;4;UPS;2016-06-16;mobile.livenation.us
2103;Slipknot;CONCERTS;2;TicketFast;2015-10-16;www.ticketmaster.ca
2104;Mumford & Sons;CONCERTS;2;Mail;2015-08-12;androidphone2.livenation.us
2105;40 Below Access: Coheed And Cambria;UPSELL;2;TicketFast;2013-03-02;www.concerts.livenation.com
2106;Verizon Wireless Vip Parking: Lil' Wayne;PARKING;1;TicketFast;2011-08-26;NULL
2107;Fast Lane Early Entry;UPSELL;4;TicketFast;2013-11-01;www.concerts.livenation.com
2108;Incubus/deftones 2015 tour;CONCERTS;2;eTicket;2015-08-16;www.ticketmaster.com
2109;Boys Of Zummer Tour With Fall Out Boy And Wiz Khalifa;CONCERTS;3;eTicket;2015-06-24;mobile.livenation.us
2110;Cypress Hill;CONCERTS;2;eTicket;2015-10-27;mobile.ticketmaster.us
2111;Premier Parking: John Mayer;PARKING;2;TicketFast;2008-08-19;NULL
2112;Luke Bryan: Kick The Dust Up Tour 2015;CONCERTS;1;eTicket;2015-10-16;www.concerts.livenation.com
2113;J. Cole: Forest Hills Drive Tour;UPSELL;4;eTicket;2015-07-18;www.ticketmaster.com
2114;Dave Matthews Band;CONCERTS;1;Mail;2015-05-22;www.concerts.livenation.com
2115;Florida Georgia Line Comerica Theatre Adams Street Parking;PARKING;1;TicketFast;2013-12-05;www.concerts.livenation.com
2116;Premier Parking: Eric Clapton;PARKING;1;Mail;2008-06-04;NULL
2117;Unknown Mortal Orchestra;CONCERTS;1;eTicket;2015-06-02;www.ticketmaster.com
2118;Pearl Jam;CONCERTS;4;eTicket;2016-04-20;iphone.ticketmaster.us
2119;Premier Parking - santana;PARKING;1;TicketFast;2008-09-06;NULL
2120;Parking: Tom Petty;PARKING;1;Mail;2008-06-22;NULL
2121;Slipknot: Summer's Last Stand Tour;CONCERTS;2;Mail;2015-09-02;www.ticketmaster.com
2122;Imagine Dragons: Smoke + mirrors tour;CONCERTS;1;TicketFast;2015-07-20;www.ticketmaster.com
2123;Premier Parking - gwen stefani;PARKING;1;TicketFast;2007-06-16;NULL
2124;Imagine Dragons: Smoke + mirrors tour;CONCERTS;2;eTicket;2015-07-24;mobile.ticketmaster.us
2125;First Midwest Bank Amphitheatre: Fast Lane Access: One Direction;UPSELL;4;TicketFast;2013-07-13;www.livenation.com
2126;2 Day Gorge Camping For Dave Matthews Band;INVALID;1;TicketFast;2006-09-02;NULL
2127;Vip Parking: Toby Keith;PARKING;1;TicketFast;2011-07-23;NULL
2128;Beyonce - the formation world tour;CONCERTS;4;eTicket;2016-04-29;www.ticketmaster.com
2129;Klipsch Music Ctr. Ind. Premier Parking;PARKING;1;Mail;2007-06-30;NULL
2130;Disturbed & breaking benjamin with alter bridge & saint asonia;CONCERTS;2;Mail;2016-08-08;mobile.ticketmaster.ca
2131;Premier Parking : dave matthews band;PARKING;1;Mail;2006-09-09;NULL
2132;Hallmark Channel Presents Trans-siberian Orchestra 2015;CONCERTS;2;eTicket;2015-12-26;www.ticketmaster.com
2133;Vip Fast Lane: Zac Brown Band;UPSELL;2;TicketFast;2010-09-26;NULL
2134;Premier Parking : james taylor;PARKING;1;TicketFast;2005-06-28;NULL
2135;Brand New / modest mouse;CONCERTS;2;Mail;2016-07-14;www.ticketmaster.com
2136;Fast Lane/skip The Line Voucher;UPSELL;2;Mail;2012-10-02;www.livenation.com
2137;Tim Mcgraw: Shotgun Rider Tour With Billy Currington & chase bryant;CONCERTS;1;eTicket;2015-08-22;www.concerts.livenation.com
2138;Dwight Yoakam;CONCERTS;1;TicketFast;2016-01-28;www.ticketmaster.com
2139;Gorge Camping - sasquatch! festival may 22-26;INVALID;1;Mail;2009-05-23;NULL
2140;Verizon Wireless Music Center Indy Vip Parking: Pearl Jam;PARKING;1;TicketFast;2010-05-07;NULL
2141;Premier Parking - motley crue;PARKING;1;Mail;2005-07-30;NULL
2142;Vip Parking: Kid Rock/lynyrd Skynyrd;PARKING;1;TicketFast;2009-07-01;NULL
2143;Zedd - true colors tour presented by t-mobile;CONCERTS;1;TicketFast;2015-09-24;mobile.ticketmaster.us
2144;Celtic Woman - 10th anniversary world tour!;CONCERTS;2;TicketFast;2015-06-12;www.ticketmaster.com
2145;Slightly Stoopid;CONCERTS;2;TicketFast;2015-07-11;mobile.ticketmaster.us
2146;Cricket Pavilion Premier Parking: Ozzfest;PARKING;1;UPS;2005-08-18;NULL
2147;The Gorge Premier Parking - sasquatch fest may 24;PARKING;1;Mail;2009-05-24;NULL
2148;Verizon Wireless Premier Parking: Kiis Fms Wango Tango;PARKING;1;TicketFast;2007-05-12;NULL
2149;Chevrolet Theatre Premier Parking;PARKING;1;TicketFast;2007-05-18;NULL
2150;Comcast Center Mansfield Vip Parking: Jimmy Buffett;PARKING;1;Mail;2010-06-19;NULL
2151;Oak Mountain Amph. Premier Parking: Matchbox Twenty And Goo Goo Dolls;INVALID;1;TicketFast;2013-08-02;www.concerts.livenation.com
2152;Premier Parking: Medea Goes To Jail;PARKING;1;TicketFast;2006-04-09;NULL
2153;Premier Parking : john mayer, sheryl crow;PARKING;1;TicketFast;2006-09-30;NULL
2154;Premier Parking: George Carlin;PARKING;1;Mail;2007-11-30;NULL
2155;Comcast Center Mansfield Premier Parking: Jimmy Buffett;PARKING;1;Mail;2013-06-22;www.concerts.livenation.com
2156;Sleep Train Preferred Parking: Ariana Grande;PARKING;1;eTicket;2015-09-09;www.concerts.livenation.com
2157;Premier Parking: Zz Top And Brooks & dunn;PARKING;1;Mail;2008-10-15;NULL
2158;The Weeknd: The Madness Fall Tour;CONCERTS;2;TicketFast;2015-12-17;mobile.ticketmaster.us
2159;First Midwest Bank Amphitheatre Premier Parking - def leppard/journey;PARKING;1;TicketFast;2006-07-19;NULL
2160;Dodge Theatre Parking;PARKING;1;TicketFast;2007-07-16;NULL
2161;Vip Club Package - il volo;UPSELL;3;ISPU;2013-03-26;www.concerts.livenation.com
2162;Premier Parking: Dave Matthews Band;PARKING;1;TicketFast;2005-09-02;NULL
2163;Premier Parking: Aerosmith / motley crue;PARKING;1;Mail;2006-10-23;NULL
2164;Hyundai Pavilion Premier Parking: Kroq Inland Invasion;PARKING;1;Mail;2005-09-17;NULL
2165;Sebastian Maniscalco;ARTS;1;eTicket;2016-03-12;mobile.livenation.us
2166;Coheed And Cambria With Special Guest Glassjaw;CONCERTS;1;eTicket;2016-03-10;www.concerts.livenation.com
2167;Premier Parking - ozzfest;PARKING;1;Mail;2005-08-11;NULL
2168;Dave Matthews Band;CONCERTS;2;Mail;2016-05-20;www.ticketmaster.com
2169;Adele;CONCERTS;1;eTicket;2016-08-16;www.ticketmaster.com
2170;Sublime With Rome / rebelution;CONCERTS;1;TicketFast;2015-08-08;iphone.ticketmaster.us
2171;Premier Parking: Warped Tour;PARKING;1;TicketFast;2008-07-23;NULL
2172;Juan Luis Guerra;CONCERTS;2;eTicket;2015-09-13;www.ticketmaster.com
2173;Tabernacle Parking: Passion Pit;PARKING;1;TicketFast;2010-06-09;NULL
2174;Stevie Wonder: Songs In The Key Of Life Performance;CONCERTS;3;TicketFast;2015-11-17;www.ticketmaster.com
2175;Super Premier Parking: Crue Fest: Motley Crue;PARKING;1;Mail;2008-08-06;NULL
2176;Rascal Flatts;CONCERTS;4;TicketFast;2016-03-17;mobile.ticketmaster.us
2177;Hallmark Channel Presents Trans-siberian Orchestra 2015;CONCERTS;2;eTicket;2015-12-16;www.ticketmaster.com
2178;Nocturnal Wonderland 2015 - 3 day festival tickets;CONCERTS;1;Mail;2015-09-06;www.concerts.livenation.com
2179;Dave Matthews Band;CONCERTS;1;BWC;2015-07-31;www.concerts.livenation.com
2180;Premier Parking : santana;PARKING;1;TicketFast;2005-06-17;NULL
2181;Premier Parking: Brad Paisley;PARKING;1;TicketFast;2008-08-23;NULL
2182;Premier Parking: Wbcn River Rave;PARKING;1;Mail;2008-06-01;NULL
2183;KASKADE;CONCERTS;1;eTicket;2015-10-02;www.concerts.livenation.com
2184;Florence And The Machine: How Beautiful Tour;CONCERTS;2;TicketFast;2016-05-19;mobile.ticketmaster.us
2185;Premier Parking: Brooks & dunn/alan jackson;PARKING;1;Mail;2007-08-25;NULL
2186;Billy Joel;CONCERTS;4;eTicket;2016-11-11;android.ticketmaster.us
2187;Old National Centre Priority Pass: The Wanted;UPSELL;2;Mail;2014-05-15;www.concerts.livenation.com
2188;Premier Parking: The Backyardigans Live!;PARKING;1;Mail;2008-06-08;NULL
2189;Kevin Hart: What Now Tour;ARTS;4;eTicket;2015-07-17;www.ticketmaster.com
2190;Lana Del Rey - endless summer tour;CONCERTS;1;TicketFast;2015-06-16;iphone.ticketmaster.us
2191;Cricket Wireless Vip Parking: The Fray;PARKING;1;TicketFast;2009-07-28;NULL
2192;Warped Tour Pizza Meal;UPSELL;1;TicketFast;2012-07-22;www.livenation.com
2193;Boys Of Zummer Tour With Fall Out Boy And Wiz Khalifa;CONCERTS;1;eTicket;2015-07-22;www.ticketmaster.com
2194;Aer: Coat Check Voucher;UPSELL;5;TicketFast;2014-02-08;www.concerts.livenation.com
2195;Darien Lake Pac Premier Parking - toby keith;PARKING;2;Mail;2006-08-18;NULL
2196;E.z. Mo Breezy Presents: Grits & biscuits;CONCERTS;1;eTicket;2015-05-22;www.concerts.livenation.com
2197;Old National Centre Reserved Parking: Danny Gokey;PARKING;1;eTicket;2015-12-03;www.concerts.livenation.com
2198;Run The Jewels: Jewel Runner Fall Tour;CONCERTS;1;eTicket;2015-10-12;www.concerts.livenation.com
2199;Festival Of Praise;CONCERTS;4;TicketFast;2015-11-06;www.ticketmaster.com
2200;The Weeknd: The Madness Fall Tour;CONCERTS;2;BWC;2015-12-08;www.ticketmaster.com
2201;Premier Parking: Def Leppard / journey;PARKING;1;Mail;2006-08-31;NULL
2202;Premier Parking: Kenny Chesney;PARKING;1;Mail;2008-08-21;NULL
2203;Dcx World Tour Mmxvi;CONCERTS;4;eTicket;2016-06-14;www.concerts.livenation.com
2204;Premier Parking : artists name;PARKING;1;Mail;2006-08-03;NULL
2205;G. Love & Special Sauce;CONCERTS;4;eTicket;2016-03-18;www.ticketmaster.com
2206;Premier Parking: Brooks & dunn;PARKING;1;Mail;2005-09-04;NULL
2207;Live 105 presents: sublime with rome / rebelution;CONCERTS;3;Mail;2015-07-18;www.concerts.livenation.com
2208;The Weeknd: The Madness Fall Tour;CONCERTS;2;TicketFast;2015-12-06;www.ticketmaster.com
2209;Coldplay- A Head Full Of Dreams Tour;CONCERTS;4;TicketFast;2016-08-06;www.ticketmaster.com
2210;Flow 93-5's throwback birthday bash;CONCERTS;3;eTicket;2015-09-27;www.ticketmaster.ca
2211;Mumford & sons: hertz premier parking;PARKING;1;TicketFast;2013-06-05;www.concerts.livenation.com
2212;Premier Parking: Kenny Chesney;PARKING;1;TicketFast;2008-08-22;NULL
2213;Parking Event: Toby Keith;PARKING;1;TicketFast;2008-07-19;NULL
2214;First Niagara Pavilion Vip Parking: Uproar Festival;PARKING;1;TicketFast;2012-08-31;www.livenation.com
2215;Tabernacle Parking: Ben Folds Five;PARKING;1;TicketFast;2012-09-18;www.livenation.com
2216;Mumford & Sons;CONCERTS;2;eTicket;2015-06-16;www.ticketmaster.com
2217;Premier Parking: Mickeys Magic Show!;PARKING;1;TicketFast;2006-12-10;NULL
2218;Zac Brown Band: Black Out The Sun Tour;CONCERTS;1;Mail;2016-07-01;www.ticketmaster.com
2219;U2 Innocence + experience tour 2015;CONCERTS;2;eTicket;2015-07-19;www.ticketmaster.com
2220;Premier Parking: Rockstar Energy Drink Uproar Festival;PARKING;1;TicketFast;2012-09-13;www.livenation.com
2221;Gorge Amphitheatre Premier Parking - dave matthews band aug 30;PARKING;1;TicketFast;2008-08-30;NULL
2222;Premier Parking : rush;PARKING;1;TicketFast;2007-08-03;NULL
2223;Westbeth Entertainment Presents An Evening With Noel Fielding;ARTS;5;eTicket;2016-03-15;www.concerts.livenation.com
2224;Danzig With Pennywise And Cancer Bats;CONCERTS;2;eTicket;2015-07-27;www.ticketmaster.ca
2225;Premier Parking: Rush;PARKING;1;UPS;2008-07-20;NULL
2226;Beyonce - the formation world tour;CONCERTS;2;eTicket;2016-05-18;www.ticketmaster.com
2227;Vip Parking: Goo Goo Dolls;PARKING;1;Mail;2011-07-20;NULL
2228;Fast Lane Access: Epicenter;UPSELL;2;TicketFast;2011-09-24;NULL
2229;Chris Brown: One Hell Of A Nite Tour;CONCERTS;2;eTicket;2015-09-15;www.ticketmaster.com
2230;Dave Matthews Band Premier Parking;PARKING;1;Mail;2013-06-01;www.concerts.livenation.com
2231;Premier Parking : kelly clarkson;PARKING;1;Mail;2006-07-21;NULL
2232;Chicago And Earth, Wind & fire - heart and soul tour 2015;CONCERTS;2;eTicket;2015-08-02;www.concerts.livenation.com
2233;Premier Parking: Jimmy Buffett;PARKING;1;Mail;2007-11-03;NULL
2234;Hollywood Casino Amphitheatre Chicago VIP Parking;PARKING;1;TicketFast;2006-10-05;NULL
2235;Premier Parking: Journey;PARKING;1;Mail;2008-08-02;NULL
2236;Premier Parking: Warped Tour;PARKING;1;TicketFast;2006-07-27;NULL
2237;Midflorida Amphitheatre Premier Parking;PARKING;1;Mail;2007-05-19;NULL
2238;Premier Parking : andrea bocelli;PARKING;1;Mail;2006-06-16;NULL
2239;Cricket Pavilion Premier Parking: Ozzfest 2006;PARKING;1;TicketFast;2006-07-07;NULL
2240;Fleetwood Mac: On With The Show;CONCERTS;2;Paperless;2015-04-19;www.ticketmaster.com
2241;Premier Parking: Kenny Chesney;PARKING;2;TicketFast;2005-08-26;NULL
2242;Magic Men LIVE!;ARTS;4;eTicket;2016-02-23;www.concerts.livenation.com
2243;Counting Crows: Somewhere Under Wonderland Tour With Citizen Cope;CONCERTS;1;eTicket;2015-08-29;www.concerts.livenation.com
2244;Twenty one Pilots  em?ti?nal r?adsh?w;CONCERTS;6;eTicket;2016-07-23;www.ticketmaster.com
2245;Wwe Presents Nxt Live;SPORTS;2;eTicket;2016-02-06;www.concerts.livenation.com
2246;Kelly Clarkson With Special Guest Pentatonix;CONCERTS;1;TicketFast;2015-08-27;www.concerts.livenation.com
2247;Premier Parking : rascal flatts;PARKING;1;Mail;2007-08-25;NULL
2248;Premier Parking: Anger Management Tour 3;PARKING;1;TicketFast;2005-07-23;NULL
2249;Incubus/deftones 2015 tour;CONCERTS;2;eTicket;2015-08-09;www.concerts.livenation.com
2250;Premier Parking: The Allman Brothers Band;PARKING;1;Mail;2005-10-02;NULL
2251;Heart With Joan Jett & the blackhearts and cheap trick;CONCERTS;1;eTicket;2016-08-27;www.ticketmaster.com
2252;2 Day Gorge Camping For Warped Tour Aug 8-9;INVALID;1;Mail;2008-08-08;NULL
2253;Fast Lane: Judas Priest;UPSELL;2;TicketFast;2011-10-22;NULL
2254;Premier Parking : pointfest;PARKING;1;UPS;2008-09-20;NULL
2255;Premier Parking : journey;PARKING;1;TicketFast;2005-09-30;NULL
2256;First Midwest Bank Amphitheatre: Vip Club: Kid Rock;UPSELL;2;Mail;2013-08-30;www.concerts.livenation.com
2257;Klove Christmas 2015;CONCERTS;2;eTicket;2015-12-03;mobile.livenation.us
2258;Jill Scott;CONCERTS;1;eTicket;2015-07-22;android.ticketmaster.us
2259;Verizon Wireless Music Center Premier Parking : crue fest;PARKING;1;Mail;2008-07-18;NULL
2260;John Fogerty & willie nelson: jones beach theater premier parking;PARKING;1;Mail;2006-08-11;NULL
2261;Premier Parking : the music of led zeppelin performed by the i.s.o.;PARKING;1;Mail;2007-06-15;NULL
2262;Parking : mickeys magic show;PARKING;1;Mail;2006-11-11;NULL
2263;HOUSE OF BLUES PASS THE LINE;UPSELL;2;TicketFast;2012-11-11;www.livenation.com
2264;Star Parking Presented By Hertz: Rockstar Energy Drink Mayhem Festival;PARKING;1;TicketFast;2012-07-03;NULL
2265;Vip Package - jacks 5th show;UPSELL;2;TicketFast;2010-09-18;NULL
2266;Daryl Hall & john oates;CONCERTS;2;eTicket;2016-02-16;www.ticketmaster.com
2267;Modest Mouse/brand New;CONCERTS;2;eTicket;2016-07-09;www.concerts.livenation.com
2268;Gexa Energy Pavilion Vip Parking : pitbull & ke$ha;PARKING;1;Mail;2013-06-23;www.concerts.livenation.com
2269;Slash Featuring Myles Kennedy And The Conspirators: World On Fire Tour;CONCERTS;2;eTicket;2015-10-10;www.ticketmaster.ca
2270;Santigold - we buy gold tour;CONCERTS;4;eTicket;2016-03-22;www.concerts.livenation.com
2271;Cricket Wireless Vip Parking: Jason Aldean;PARKING;1;Mail;2011-10-28;NULL
2272;Gorge Amphitheatre Camping: Paradiso Festival June 27-30,2013;INVALID;1;Mail;2013-06-27;www.concerts.livenation.com
2273;Jimmy Buffett;CONCERTS;4;Mail;2015-08-22;www.concerts.livenation.com
2274;Coldplay- A Head Full Of Dreams Tour;CONCERTS;2;Mail;2016-09-03;www.ticketmaster.com
2275;Vip Parking - lakewood amphitheatre: brad paisley;PARKING;1;Mail;2008-09-18;NULL
2276;Rihanna: Anti World Tour 2016;CONCERTS;2;eTicket;2016-05-03;www.ticketmaster.com
2277;Twenty one Pilots - em?ti?nal r?adsh?w;CONCERTS;2;Mail;2016-07-01;www.ticketmaster.com
2278;Third Eye Blind And Dashboard Confessional;CONCERTS;2;BWC;2015-05-31;mobile.ticketmaster.us
2279;Premier Parking: Earth, Wind And Fire;PARKING;1;Mail;2006-08-06;NULL
2280;David Gilmour Live 2016;CONCERTS;1;eTicket;2016-04-11;www.ticketmaster.com
2281;"Impractical Jokers """"""""""""""""where's larry"""""""""""""""" tour starring the tenderloins";ARTS;1;eTicket;2015-12-19;mobile.livenation.us
2282;Sixx A.m. The Modern Vintage Tour With Special Guest Apocalyptica;CONCERTS;2;eTicket;2015-04-29;www.concerts.livenation.com
2283;Enrique Bunbury - mutaciones tour 2016;CONCERTS;2;eTicket;2016-05-19;www.concerts.livenation.com
2284;Gorge Amphitheatre Camping: Watershed Festival Aug 1-5,2013;INVALID;1;Mail;2013-08-01;www.concerts.livenation.com
2285;Premier Parking: Rascal Flatts;PARKING;1;TicketFast;2007-11-04;NULL
2286;Jiffy Lube Live Premier Parking: Steely Dan;PARKING;1;Mail;2013-09-20;www.concerts.livenation.com
2287;Vip Fast Lane;UPSELL;2;Mail;2012-12-30;www.concerts.livenation.com
2288;Premier Parking: May Day;PARKING;1;TicketFast;2006-05-27;NULL
2289;Beyonce - the formation world tour;CONCERTS;1;TicketFast;2016-05-12;www.ticketmaster.com
2290;The Cure;CONCERTS;2;eTicket;2016-05-20;www.concerts.livenation.com
2291;Vip Parking: Mayhem Tour;PARKING;1;TicketFast;2009-08-15;NULL
2292;Tabernacle Parking: Moe.;PARKING;1;TicketFast;2013-02-16;www.concerts.livenation.com
2293;Premier Parking: Rush;PARKING;1;TicketFast;2008-07-02;NULL
2294;The Wiggles;FAMILY;3;eTicket;2015-09-26;mobile.livenation.us
2295;Beyonce - the formation world tour;CONCERTS;2;TicketFast;2016-06-08;iphone.ticketmaster.us
2296;Gexa Energy Pavilion Vip Parking : blink 182;PARKING;1;ISPU;2011-09-27;NULL
2297;Phish;CONCERTS;1;eTicket;2015-08-14;www.concerts.livenation.com
2298;Sundy Best;CONCERTS;3;eTicket;2015-10-30;mobile.livenation.us
2299;Janet Jackson: Unbreakable World Tour;CONCERTS;3;eTicket;2016-08-07;www.ticketmaster.com
2300;Billy Joel;CONCERTS;8;TicketFast;2016-07-09;iphone.ticketmaster.us
2301;Old National Centre Reserved Parking: Wicked;PARKING;1;TicketFast;2013-11-30;www.concerts.livenation.com
2302;Journal Pavilion Premier Parking: Santana;PARKING;1;TicketFast;2008-09-14;NULL
2303;Jason Aldean: 2015 burn it down tour;CONCERTS;2;TicketFast;2015-08-22;mobile.livenation.us
2304;Weezer And Panic! At The Disco - summer tour 2016;CONCERTS;2;eTicket;2016-06-30;mobile.livenation.us
2305;Bruno Mars & janelle monae: comerica theatre adams street parking;PARKING;1;ISPU;2011-06-15;NULL
2306;The Devil Makes Three;CONCERTS;3;eTicket;2016-01-19;android.ticketmaster.us
2307;Van Halen;CONCERTS;1;Mail;2015-08-13;www.concerts.livenation.com
2308;Premier Parking: Brooks & dunn;PARKING;1;TicketFast;2006-05-13;NULL
2309;Gorge 3 day camping - fri thru sun 5/25-5/27;INVALID;1;Mail;2007-05-27;NULL
2310;Journal Pavilion Vip Parking: Rascal Flatts;PARKING;1;TicketFast;2010-09-30;NULL
2311;Vip Club Access: Brandi Carlile - this is not a concert ticket;UPSELL;4;Mail;2012-11-02;www.livenation.com
2312;Glen Helen Pavilion Premier Parking: Crue Fest;PARKING;1;UPS;2008-08-02;NULL
2313;Paul Simon;CONCERTS;2;Mail;2016-06-19;www.ticketmaster.com
2314;Dancing With The Stars: Live! - dance all night tour;CONCERTS;2;Mail;2016-01-02;mobile.ticketmaster.us
2315;Crosby, Stills & nash: jones beach theater premier parking;PARKING;1;TicketFast;2010-08-20;NULL
2316;Incubus/deftones 2015 tour;CONCERTS;1;TicketFast;2015-07-23;www.concerts.livenation.com
2317;Doug Loves Movies;ARTS;1;TicketFast;2015-06-09;mobile.livenation.us
2318;Chevelle;CONCERTS;1;eTicket;2015-07-23;www.concerts.livenation.com
2319;Bryan Adams: Get Up;CONCERTS;2;TicketFast;2016-02-17;www.ticketmaster.com
2320;Verizon Wireless Preffered Parking: Chris Tomlin;PARKING;1;TicketFast;2013-04-27;www.concerts.livenation.com
2321;Widespread Panic;CONCERTS;3;eTicket;2016-04-22;www.ticketmaster.com
